event_date,user_pseudo_id,country,device_category,first_arrival_time,first_purchase_time,duration_to_purchase_minutes
2020-11-04,58162644.7624663,Pakistan,desktop,2020-11-04 05:17:56.553483 UTC,2020-11-04 05:27:40.371279 UTC,9.72
2020-11-04,44208623.4340317,Canada,mobile,2020-11-04 10:27:09.764792 UTC,2020-11-04 10:36:15.973909 UTC,9.1
2020-11-04,2798155.81363593,Austria,desktop,2020-11-04 00:38:59.873782 UTC,2020-11-04 00:47:45.030037 UTC,8.75
2020-11-04,5892772292.7134,United States,desktop,2020-11-04 04:45:52.749751 UTC,2020-11-04 04:54:27.016314 UTC,8.57
2020-11-04,76560981.1459804,France,desktop,2020-11-04 05:27:57.670397 UTC,2020-11-04 05:36:09.988496 UTC,8.2
2020-11-04,90422982.2543893,Peru,desktop,2020-11-04 11:56:36.334577 UTC,2020-11-04 12:04:15.437538 UTC,7.65
2020-11-04,23966515.1259247,Canada,mobile,2020-11-04 00:00:15.339146 UTC,2020-11-04 00:07:06.182285 UTC,6.83
2020-11-04,10295267.8818269,United States,desktop,2020-11-04 07:27:30.432067 UTC,2020-11-04 07:33:59.425592 UTC,6.47
2020-11-05,5968218.63343998,United States,mobile,2020-11-05 03:27:33.985595 UTC,2020-11-05 09:13:18.936832 UTC,345.73
2020-11-05,56795799.9574176,United States,mobile,2020-11-05 14:23:44.523031 UTC,2020-11-05 17:41:41.481836 UTC,197.93
2020-11-05,66925511.814743,United Kingdom,mobile,2020-11-05 09:55:21.978118 UTC,2020-11-05 11:49:31.991664 UTC,114.17
2020-11-05,3883375.89240712,Malta,desktop,2020-11-05 17:44:54.883444 UTC,2020-11-05 18:33:59.360747 UTC,49.07
2020-11-05,6329222.40770083,Czechia,desktop,2020-11-05 19:26:55.356148 UTC,2020-11-05 19:58:09.937389 UTC,31.23
2020-11-05,78979530.8829741,Nigeria,mobile,2020-11-05 15:01:52.486888 UTC,2020-11-05 15:32:32.980841 UTC,30.67
2020-11-05,7422585.00921417,Singapore,desktop,2020-11-05 19:47:34.774119 UTC,2020-11-05 20:16:59.745141 UTC,29.4
2020-11-05,15492110.1286918,Portugal,mobile,2020-11-05 09:25:55.342954 UTC,2020-11-05 09:53:34.837499 UTC,27.65
2020-11-05,78211977.675858,Brazil,mobile,2020-11-05 01:06:22.071398 UTC,2020-11-05 01:30:05.661953 UTC,23.72
2020-11-05,2440964.71512999,United States,desktop,2020-11-05 17:09:23.000644 UTC,2020-11-05 17:32:18.515506 UTC,22.92
2020-11-05,14010753.6803494,United States,desktop,2020-11-05 19:50:32.956278 UTC,2020-11-05 20:12:08.619381 UTC,21.58
2020-11-05,5054327.70639328,Canada,desktop,2020-11-05 03:50:24.574065 UTC,2020-11-05 04:11:40.980578 UTC,21.27
2020-11-05,3341339703.39604,India,desktop,2020-11-05 12:36:54.042204 UTC,2020-11-05 12:56:10.017676 UTC,19.25
2020-11-05,75838009.2952049,Spain,desktop,2020-11-05 12:46:20.345054 UTC,2020-11-05 13:04:43.468213 UTC,18.38
2020-11-05,7016446.99313029,United Kingdom,mobile,2020-11-05 16:19:50.038366 UTC,2020-11-05 16:36:11.979859 UTC,16.35
2020-11-05,74343631.1384953,United States,desktop,2020-11-05 20:54:56.548977 UTC,2020-11-05 21:10:27.183023 UTC,15.5
2020-11-05,31104354.8267743,Germany,desktop,2020-11-05 15:39:55.984142 UTC,2020-11-05 15:55:13.577097 UTC,15.28
2020-11-05,29329921.1682835,Canada,desktop,2020-11-05 01:20:37.614893 UTC,2020-11-05 01:34:00.783557 UTC,13.38
2020-11-05,90018117.3469988,United States,desktop,2020-11-05 00:21:12.052600 UTC,2020-11-05 00:34:27.084038 UTC,13.25
2020-11-05,7943950.01705109,United States,desktop,2020-11-05 01:18:39.494044 UTC,2020-11-05 01:30:20.152852 UTC,11.67
2020-11-05,37723285.2538097,South Korea,mobile,2020-11-05 17:51:34.930061 UTC,2020-11-05 18:02:19.150950 UTC,10.73
2020-11-05,79219690.8483166,India,mobile,2020-11-05 13:58:19.610029 UTC,2020-11-05 14:08:46.823514 UTC,10.45
2020-11-05,1147529.63572939,United States,desktop,2020-11-05 05:12:24.195123 UTC,2020-11-05 05:21:25.500668 UTC,9.02
2020-11-05,73096267.0337371,United States,desktop,2020-11-05 06:39:39.168300 UTC,2020-11-05 06:47:38.298342 UTC,7.98
2020-11-05,38686065.3125953,United States,desktop,2020-11-05 07:38:06.376587 UTC,2020-11-05 07:44:05.835798 UTC,5.98
2020-11-05,4895144.73557416,United States,tablet,2020-11-05 06:59:53.067689 UTC,2020-11-05 07:03:26.635627 UTC,3.55
2020-11-06,55674966.6766215,United States,tablet,2020-11-06 01:47:06.711420 UTC,2020-11-06 23:46:08.913530 UTC,1319.03
2020-11-06,4404869.09989829,Belgium,desktop,2020-11-06 03:18:56.222736 UTC,2020-11-06 15:59:59.178350 UTC,761.03
2020-11-06,21649681.6658615,Canada,mobile,2020-11-06 14:43:21.268748 UTC,2020-11-06 20:25:33.607844 UTC,342.2
2020-11-06,11963630.408196,United States,desktop,2020-11-06 04:48:57.627987 UTC,2020-11-06 07:08:50.894471 UTC,139.88
2020-11-06,1440737.08836476,Canada,mobile,2020-11-06 03:02:09.776091 UTC,2020-11-06 04:59:47.193795 UTC,117.62
2020-11-06,30294528.5063782,United States,mobile,2020-11-06 04:45:31.539264 UTC,2020-11-06 06:26:43.793127 UTC,101.2
2020-11-06,50451938.7860703,Argentina,mobile,2020-11-06 06:20:51.256736 UTC,2020-11-06 07:36:09.333987 UTC,75.3
2020-11-06,84275494.2228487,United States,mobile,2020-11-06 18:23:06.751738 UTC,2020-11-06 19:31:02.216438 UTC,67.92
2020-11-06,89267756.6432543,United States,desktop,2020-11-06 06:39:04.112485 UTC,2020-11-06 07:44:20.162985 UTC,65.27
2020-11-06,32315141.7266068,Netherlands,desktop,2020-11-06 05:41:44.566736 UTC,2020-11-06 06:35:12.779828 UTC,53.47
2020-11-06,3809244.08793969,United States,mobile,2020-11-06 13:21:29.835580 UTC,2020-11-06 14:14:50.928310 UTC,53.35
2020-11-06,9073224.27429483,India,desktop,2020-11-06 04:20:04.079727 UTC,2020-11-06 05:12:39.779088 UTC,52.58
2020-11-06,18938448.3710776,Canada,desktop,2020-11-06 19:42:47.520534 UTC,2020-11-06 20:30:14.921650 UTC,47.45
2020-11-06,3174709.05792479,Canada,mobile,2020-11-06 00:30:46.374455 UTC,2020-11-06 01:17:25.540878 UTC,46.65
2020-11-06,5417909.94835099,China,desktop,2020-11-06 12:29:50.345237 UTC,2020-11-06 13:10:25.186791 UTC,40.57
2020-11-06,30804246.1427824,Spain,mobile,2020-11-06 04:13:25.518809 UTC,2020-11-06 04:44:32.036290 UTC,31.1
2020-11-06,8504426.12161967,United States,desktop,2020-11-06 01:34:27.730145 UTC,2020-11-06 02:04:37.568605 UTC,30.15
2020-11-06,3465690.68560058,United States,desktop,2020-11-06 13:00:37.726611 UTC,2020-11-06 13:28:22.719851 UTC,27.73
2020-11-06,21724072.4309728,United States,desktop,2020-11-06 19:46:10.245108 UTC,2020-11-06 20:13:46.735727 UTC,27.6
2020-11-06,89373027.0828185,United States,mobile,2020-11-06 15:03:52.385907 UTC,2020-11-06 15:30:23.278918 UTC,26.5
2020-11-06,42473754.2622782,United States,desktop,2020-11-06 03:45:59.974919 UTC,2020-11-06 04:12:15.670739 UTC,26.25
2020-11-06,91694984.1982284,Canada,mobile,2020-11-06 12:01:51.764406 UTC,2020-11-06 12:27:54.832067 UTC,26.05
2020-11-06,43750028.182583,Italy,desktop,2020-11-06 05:55:14.295938 UTC,2020-11-06 06:19:44.093679 UTC,24.48
2020-11-06,11422508.1200893,United States,desktop,2020-11-06 11:47:17.245066 UTC,2020-11-06 12:11:37.579461 UTC,24.33
2020-11-06,5118167.27315957,United States,desktop,2020-11-06 03:15:36.965545 UTC,2020-11-06 03:39:46.145021 UTC,24.15
2020-11-06,37163469.3831238,United States,mobile,2020-11-06 09:13:20.462115 UTC,2020-11-06 09:37:24.280495 UTC,24.05
2020-11-06,6925264.72363992,France,desktop,2020-11-06 20:30:24.432596 UTC,2020-11-06 20:51:02.184788 UTC,20.62
2020-11-06,54692431.8021457,United States,desktop,2020-11-06 05:27:33.809591 UTC,2020-11-06 05:47:11.942023 UTC,19.63
2020-11-06,77931886.2892148,Italy,desktop,2020-11-06 02:03:44.389790 UTC,2020-11-06 02:23:11.995163 UTC,19.45
2020-11-06,3232207.01285658,United States,mobile,2020-11-06 10:55:22.872659 UTC,2020-11-06 11:13:15.424409 UTC,17.87
2020-11-06,16382639.4243528,Pakistan,mobile,2020-11-06 14:12:39.048924 UTC,2020-11-06 14:30:14.094031 UTC,17.58
2020-11-06,16639018.6975919,India,desktop,2020-11-06 22:41:53.117859 UTC,2020-11-06 22:59:14.053677 UTC,17.33
2020-11-06,70532365.4711674,India,tablet,2020-11-06 15:09:38.129250 UTC,2020-11-06 15:25:21.713243 UTC,15.72
2020-11-06,6243779.70095017,United States,mobile,2020-11-06 19:50:32.108098 UTC,2020-11-06 20:06:10.906162 UTC,15.63
2020-11-06,57179457.0983496,Switzerland,tablet,2020-11-06 15:33:15.160914 UTC,2020-11-06 15:48:40.082368 UTC,15.4
2020-11-06,5472986.97833765,India,mobile,2020-11-06 03:51:21.795163 UTC,2020-11-06 04:04:10.019424 UTC,12.8
2020-11-06,23571881.8331615,United States,desktop,2020-11-06 01:03:14.998381 UTC,2020-11-06 01:15:18.051075 UTC,12.05
2020-11-06,43869984.97082,Germany,desktop,2020-11-06 07:33:32.930227 UTC,2020-11-06 07:43:07.428298 UTC,9.57
2020-11-06,5478191.76253707,United States,mobile,2020-11-06 01:36:37.706451 UTC,2020-11-06 01:45:57.126501 UTC,9.32
2020-11-06,17457644.0722062,United States,mobile,2020-11-06 14:45:51.700638 UTC,2020-11-06 14:54:23.246483 UTC,8.52
2020-11-06,48517782.6581183,United States,desktop,2020-11-06 03:53:58.932391 UTC,2020-11-06 04:02:22.125468 UTC,8.38
2020-11-06,6023477.7138695,United States,desktop,2020-11-06 00:50:02.124273 UTC,2020-11-06 00:58:03.100343 UTC,8.0
2020-11-06,7200456.52072778,United States,desktop,2020-11-06 13:20:50.306043 UTC,2020-11-06 13:28:27.860318 UTC,7.62
2020-11-06,32112446.4717494,China,desktop,2020-11-06 01:05:55.872053 UTC,2020-11-06 01:12:24.568589 UTC,6.47
2020-11-06,3947718.33184684,Taiwan,desktop,2020-11-06 19:06:42.799139 UTC,2020-11-06 19:12:52.283597 UTC,6.15
2020-11-06,69662510.3193519,United States,desktop,2020-11-06 01:08:38.335912 UTC,2020-11-06 01:13:54.657395 UTC,5.27
2020-11-06,55320022.96946,South Korea,mobile,2020-11-06 22:22:55.737278 UTC,2020-11-06 22:26:26.464698 UTC,3.5
2020-11-06,30029755.0497081,South Korea,desktop,2020-11-06 19:32:31.405989 UTC,2020-11-06 19:35:11.241206 UTC,2.65
2020-11-07,7906945.08416948,Canada,mobile,2020-11-07 06:07:45.126306 UTC,2020-11-07 08:01:06.462808 UTC,113.35
2020-11-07,1226476.17142735,India,desktop,2020-11-07 00:04:05.518397 UTC,2020-11-07 01:45:16.255684 UTC,101.17
2020-11-07,61586940.0980633,Sweden,mobile,2020-11-07 18:53:33.156539 UTC,2020-11-07 20:09:01.524493 UTC,75.47
2020-11-07,12291446.3815334,United States,mobile,2020-11-07 04:44:33.058639 UTC,2020-11-07 05:23:17.952625 UTC,38.73
2020-11-07,88125518.830627,United States,desktop,2020-11-07 03:05:44.765035 UTC,2020-11-07 03:41:31.055322 UTC,35.77
2020-11-07,2808102.23305744,United States,desktop,2020-11-07 16:20:15.148120 UTC,2020-11-07 16:50:43.170026 UTC,30.47
